LABEL,author,year,title,property,fibre,matrix,fvf,material_type,ply_type,layup,rate_units,property_units,URL,data_source,n_repetitions,rate,property_mean,property_stdv,specimen_design,exp_setup,data_reduction,curve_fit,comments
Barre (1996),Barre,1996,Comparative study of strain rate effects on mechanical properties of glass fibre-reinforced thermoset matrix composite,E_11t,E-glass,Synolite 0591-N-1 (polyester),0.6,GFRP,UD,UD,1/s,GPa,https://doi.org/10.1016/1359-835X(96)00075-9,plot,,2.92E-05,35.73005757,,90 x 35 x 8 mm ,drop-weight,,1,
,,,,,,,,,,,,,,,,0.028492633,37.69447105,,90 x 35 x 8 mm ,drop-weight,,1,
,,,,,,,,,,,,,,,,7.127591401,67.64956136,,90 x 35 x 8 mm ,drop-weight,,1,
Barre (1996),Barre,1996,Comparative study of strain rate effects on mechanical properties of glass fibre-reinforced thermoset matrix composite,E_11t,E-glass,Synolite 0591-N-1 (polyester),0.6,GFRP,UD,UD,1/s,GPa,https://doi.org/10.1016/1359-835X(96)00075-9,plot,,0.000102999,14.00477716,,102.5 x 40 x 3 mm ,drop-weight,,1,
,,,,,,,,,,,,,,,,0.100129344,11.26754285,,102.5 x 40 x 3 mm ,drop-weight,,1,
,,,,,,,,,,,,,,,,10.9926188,37.88748363,,102.5 x 40 x 3 mm ,drop-weight,,1,
Zhang (2019),Zhang,2019,Experimental study on the tensile behavior of unidirectional and plain weave CFRP laminates under different strain rates,E_11t,UT70-30G,CFSR-AB,,CFRP,UD,[0]1,1/s,GPa,https://doi.org/10.1016/j.compositesb.2019.01.067,table,3,4.80E-05,252,5.2416,130 x 25 mm x ply thickness,screw-driven,Fibre stiffness extracted assuming no contribution from matrix,0,"servo-hydraulic test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,4,5.09E-04,250.05,4.775955,130 x 25 mm x ply thickness,screw-driven,Fibre stiffness extracted assuming no contribution from matrix,0,"servo-hydraulic test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,2,0.0052,253.38,10.793988,130 x 25 mm x ply thickness,screw-driven,Fibre stiffness extracted assuming no contribution from matrix,0,"servo-hydraulic test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,4,0.837,255.1575,4.884883997,40 x 25 mm x ply thickness,Instron VHS 160/100-20 servo-hydraulic,Fibre stiffness extracted assuming no contribution from matrix,0,"servo-hydraulic test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,4,24.45425,271.43,12.48399242,40 x 25 mm x ply thickness,Instron VHS 160/100-20 servo-hydraulic,Fibre stiffness extracted assuming no contribution from matrix,0,"servo-hydraulic test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,4,54.775,272.9875,11.36441046,40 x 25 mm x ply thickness,Instron VHS 160/100-20 servo-hydraulic,Fibre stiffness extracted assuming no contribution from matrix,0,"servo-hydraulic test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,3,83.40633333,281.1166667,9.625125107,40 x 25 mm x ply thickness,Instron VHS 160/100-20 servo-hydraulic,Fibre stiffness extracted assuming no contribution from matrix,0,"servo-hydraulic test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,3,146.4933333,284.1133333,2.479603463,40 x 25 mm x ply thickness,Instron VHS 160/100-20 servo-hydraulic,Fibre stiffness extracted assuming no contribution from matrix,1,"servo-hydraulic test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
Al-Zubaidy (2013),Al-Zubaidy,2013,Mechanical characterisation of the dynamic tensile properties of CFRP sheet and adhesive at medium strain rates,E_11t,CF130,Araldite 420,,CFRP,UD,[0]2,1/s,GPa,https://doi.org/10.1016/j.compstruct.2012.09.032,table,5,0.000242,206.65,4.17433,138 x 15 x 0.876 mm,Instron hydraulic,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,5,31.32,223.99,8.041241,40 x 15 x 0.876 mm,Drop-weight,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,5,42.02,230.42,4.055392,40 x 15 x 0.876 mm,Drop-weight,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,5,54.2,242.66,3.15458,40 x 15 x 0.876 mm,Drop-weight,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,5,67.2,244.17,6.59259,40 x 15 x 0.876 mm,Drop-weight,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,5,87.4,250.94,6.122936,40 x 15 x 0.876 mm,Drop-weight,,0,"drop-tower test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
Powell (2017),Powell,2017,High Strain Rate Mechanical Characterization of Carbon Fiber Reinforced Polymer Composites Using Digital Image Correlations,E_11t,DowAksa (A-42 24K),Epoxy,0.5,CFRP,UD,[0]12,1/s,GPa,https://doi.org/10.4271/2017-01-0230,table,3,0.0001,108.2,2.0558,9.53 x 2 x 2.53 mm,servo-hydraulic,,1,
,,,,,,,,,,,,,,,5,0.01,109.8,4.8312,9.53 x 2 x 2.53 mm,servo-hydraulic,,1,
,,,,,,,,,,,,,,,3,0.5,108.9,2.6136,9.53 x 2 x 2.53 mm,servo-hydraulic,,1,
,,,,,,,,,,,,,,,2,1,118,19,45.5 x 2 x 2.53 mm,servo-hydraulic,,1,
,,,,,,,,,,,,,,,1,10,105,,45.5 x 2 x 2.53 mm,servo-hydraulic,,1,
Rouf (2024),Rouf,2024,Effect of strain rate on the in-plane orthotropic constitutive response and failure behaviour of a unidirectional non-crimp fabric composite,E_22t,UD-NCF PX35 UD300,Epoxy,0.53,CFRP,UD,[0]7,1/s,GPa,https://doi.org/10.1016/j.compositesa.2024.108166,table,3,0.1,8,0.4,11 x 11 x 2.3 mm,hydraulic testing frame,,1,
,,,,,,,,,,,,,,,3,16,8.9,0.7,11 x 11 x 2.3 mm,hydraulic testing frame,,1,
,,,,,,,,,,,,,,,3,126,8.2,0.4,11 x 11 x 2.3 mm,SHPB,,1,
Rouf (2024),Rouf,2024,Effect of strain rate on the in-plane orthotropic constitutive response and failure behaviour of a unidirectional non-crimp fabric composite,Y_t,UD-NCF PX35 UD300,Epoxy,0.53,CFRP,UD,[0]7,1/s,MPa,https://doi.org/10.1016/j.compositesa.2024.108166,table,3,0.1,66,2.7,11 x 11 x 2.3 mm,hydraulic testing frame,,0,reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,3,16,68,5.6,11 x 11 x 2.3 mm,hydraulic testing frame,,0,reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,3,126,78,5.7,11 x 11 x 2.3 mm,SHPB,,0,reference quasi-static loading rate is too high for comparison with other collected data
Rouf (2024),Rouf,2024,Effect of strain rate on the in-plane orthotropic constitutive response and failure behaviour of a unidirectional non-crimp fabric composite,G_12,UD-NCF PX35 UD300,Epoxy,0.53,CFRP,UD,[±45]2S,1/s,GPa,https://doi.org/10.1016/j.compositesa.2024.108166,table,3,0.003,3.4,0.1,10 x 10 x 2.6 mm,hydraulic testing frame,,1,
,,,,,,,,,,,,,,,3,1.8,3.7,0.4,10 x 10 x 2.6 mm,hydraulic testing frame,,1,
,,,,,,,,,,,,,,,3,315,3.7,0.2,10 x 10 x 2.6 mm,SHPB,,1,
Rouf (2024),Rouf,2024,Effect of strain rate on the in-plane orthotropic constitutive response and failure behaviour of a unidirectional non-crimp fabric composite,S_12,UD-NCF PX35 UD300,Epoxy,0.53,CFRP,UD,[±45]2S,1/s,MPa,https://doi.org/10.1016/j.compositesa.2024.108166,table,3,0.003,78,2.6,10 x 10 x 2.6 mm,hydraulic testing frame,,1,
,,,,,,,,,,,,,,,3,1.8,98,2.7,10 x 10 x 2.6 mm,hydraulic testing frame,,1,
,,,,,,,,,,,,,,,3,315,129,4,10 x 10 x 2.6 mm,SHPB,,1,
Rouf (2024),Rouf,2024,Effect of strain rate on the in-plane orthotropic constitutive response and failure behaviour of a unidirectional non-crimp fabric composite,E_22c,UD-NCF PX35 UD300,Epoxy,0.53,CFRP,UD,[0]11,1/s,GPa,https://doi.org/10.1016/j.compositesa.2024.108166,table,3,0.003,8.6,0.6,10 x 10 x 3.3 mm,hydraulic testing frame,,1,
,,,,,,,,,,,,,,,3,1.4,9.4,0.3,10 x 10 x 3.3 mm,hydraulic testing frame,,1,
,,,,,,,,,,,,,,,3,260,10.4,1.2,10 x 10 x 3.3 mm,SHPB,,1,
Rouf (2024),Rouf,2024,Effect of strain rate on the in-plane orthotropic constitutive response and failure behaviour of a unidirectional non-crimp fabric composite,Y_c,UD-NCF PX35 UD300,Epoxy,0.53,CFRP,UD,[0]11,1/s,MPa,https://doi.org/10.1016/j.compositesa.2024.108166,table,3,0.003,179,20.5,10 x 10 x 3.3 mm,hydraulic testing frame,,1,
,,,,,,,,,,,,,,,3,1.4,235,3,10 x 10 x 3.3 mm,hydraulic testing frame,,1,
,,,,,,,,,,,,,,,3,260,276,12,10 x 10 x 3.3 mm,SHPB,,1,
Rouf (2024),Rouf,2024,Effect of strain rate on the in-plane orthotropic constitutive response and failure behaviour of a unidirectional non-crimp fabric composite,E_11c,UD-NCF PX35 UD300,Epoxy,0.53,CFRP,UD,[0]7,1/s,GPa,https://doi.org/10.1016/j.compositesa.2024.108166,table,3,0.001,120,11,10 x 10 x 2.3 mm,hydraulic testing frame,,1,
,,,,,,,,,,,,,,,3,0.07,113,11,10 x 10 x 2.3 mm,hydraulic testing frame,,1,
,,,,,,,,,,,,,,,3,60,122,10,10 x 10 x 2.3 mm,SHPB,,1,
Rouf (2024),Rouf,2024,Effect of strain rate on the in-plane orthotropic constitutive response and failure behaviour of a unidirectional non-crimp fabric composite,X_c,UD-NCF PX35 UD300,Epoxy,0.53,CFRP,UD,[0]7,1/s,MPa,https://doi.org/10.1016/j.compositesa.2024.108166,table,3,0.001,818,110,10 x 10 x 2.3 mm,hydraulic testing frame,,1,
,,,,,,,,,,,,,,,3,0.07,840,70,10 x 10 x 2.3 mm,hydraulic testing frame,,1,
,,,,,,,,,,,,,,,3,60,1110,77,10 x 10 x 2.3 mm,SHPB,,1,
Gilat (2002),Gilat,2002,Experimental study of strain-rate-dependent behavior of carbon/epoxy composite,Y_t,IM7,997-2,,CFRP,UD,UD,1/s,MPa,https://doi.org/10.1016/S0266-3538(02)00100-8,plot,,0.00005,75,,dogbone shape,hydraulic,,1,
,,,,,,,,,,,,,,,,1,85,,dogbone shape,hydraulic,,1,
,,,,,,,,,,,,,,,,400,100,,dogbone shape,SHTB,,1,
Melin (1999),Melin,1999,Effects of strain rate on transverse tension properties of a carbon/epoxy composite: studied by moiré photography,Y_t,HTA,6376C,,CFRP,UD,UD,1/s,MPa,https://doi.org/10.1016/S1359-835X(98)00123-7,table,4,QS,84,12,dogbone shape,hand-driven loading frame,,0,"decreasing modulus under dynamic loading, possibly related to strain overestimation from moiré photography"
,,,,,,,,,,,,,,,1,270,84,,dogbone shape,SHTB,,0,"decreasing modulus under dynamic loading, possibly related to strain overestimation from moiré photography"
,,,,,,,,,,,,,,,1,300,91,,dogbone shape,SHTB,,0,"decreasing modulus under dynamic loading, possibly related to strain overestimation from moiré photography"
,,,,,,,,,,,,,,,1,320,100,,dogbone shape,SHTB,,0,"decreasing modulus under dynamic loading, possibly related to strain overestimation from moiré photography"
,,,,,,,,,,,,,,,1,340,105,,dogbone shape,SHTB,,0,"decreasing modulus under dynamic loading, possibly related to strain overestimation from moiré photography"
,,,,,,,,,,,,,,,1,360,109,,dogbone shape,SHTB,,0,"decreasing modulus under dynamic loading, possibly related to strain overestimation from moiré photography"
,,,,,,,,,,,,,,,1,450,118,,dogbone shape,SHTB,,0,"decreasing modulus under dynamic loading, possibly related to strain overestimation from moiré photography"
,,,,,,,,,,,,,,,1,460,110,,dogbone shape,SHTB,,0,"decreasing modulus under dynamic loading, possibly related to strain overestimation from moiré photography"
,,,,,,,,,,,,,,,1,620,110,,dogbone shape,SHTB,,0,"decreasing modulus under dynamic loading, possibly related to strain overestimation from moiré photography"
,,,,,,,,,,,,,,,1,660,108,,dogbone shape,SHTB,,0,"decreasing modulus under dynamic loading, possibly related to strain overestimation from moiré photography"
,,,,,,,,,,,,,,,2,710,106,18,dogbone shape,SHTB,,0,"decreasing modulus under dynamic loading, possibly related to strain overestimation from moiré photography"
Taniguchi (2007),Taniguchi,2007,Tensile strength of unidirectional CFRP laminate under high strain rate,Y_t,T700S,2500,,CFRP,UD,UD,1/s,MPa,https://doi.org/10.1163/156855107780918937,table,,QS,63.1,,55 x 5 x 0.125/2 mm,hydraulic,,1,
,,,,,,,,,,,,,,,,50,68.1,,55 x 5 x 0.125/2 mm,SHTB,,1,
,,,,,,,,,,,,,,,,100,74.4,,55 x 5 x 0.125/2 mm,SHTB,,1,
Hou (2000),Hou,2000,Measurement of the properties of woven CFRP T300/914 at different strain rates,Y_t,T300,914,,CFRP,woven,[0]5 in the waisted area,1/s,MPa,https://doi.org/10.1016/S0266-3538(00)00151-2,table,,0.00012,550,,"60 x 10 mm, waisted symmetrically in the thickness direction",screw-driven,,1,
,,,,,,,,,,,,,,,,4,546,,"60 x 10 mm, waisted symmetrically in the thickness direction",hydraulic,,1,
,,,,,,,,,,,,,,,,600,552,,"60 x 10 mm, waisted symmetrically in the thickness direction",SHTB,,1,
Ploeckl (2019),Ploeckl,2019,"Effect of Strain Rate on the Tensile, Compressive, and Shear Response of Carbon-Fiber-Reinforced Thermoplastic Composites",Y_t,Carbon,PA6,,CFRP,UD,UD,1/s,MPa,https://mediatum.ub.tum.de/1446668,table,3,0.0004,37.85,2.97,60 x 8 x 2 mm,screw-driven,,1,
,,,,,,,,,,,,,,,4,51.88,47.08,5.57,60 x 8 x 2 mm,SHTB,,1,
Daniel (1982),Daniel,1982,Strain Rate Characterization of Unidirectional Graphite/Epoxy Composite,Y_t,SP288,AS,,CFRP,UD,UD,1/s,MPa,https://doi.org/10.1520/STP28492S,table,,0.0001,52,,thin rings,internal pressure,,0,"excessive modulus increase, possibly from unreliable explosive pressure ring test method"
,,,,,,,,,,,,,,,,45,82,,thin rings,explosive,,0,"excessive modulus increase, possibly from unreliable explosive pressure ring test method"
,,,,,,,,,,,,,,,,153,146,,thin rings,explosive,,0,"excessive modulus increase, possibly from unreliable explosive pressure ring test method"
Hsiao (1998a),Hsiao,1998,Strain rate behavior of composite materials,Y_c,IMG6G,3501-6,,CFRP,UD,[0]72,1/s,MPa,https://doi.org/10.1016/S1359-8368(98)00008-0,plot,,QS,260,,2.54 x 1.27 cm,hydraulic,,1,
,,,,,,,,,,,,,,,,0.01,290,,2.54 x 1.27 cm,hydraulic,,1,
,,,,,,,,,,,,,,,,2,320,,2.54 x 1.27 cm,hydraulic,,1,
,,,,,,,,,,,,,,,,120,380,,2.54 x 1.27 cm,drop-tower,,1,
Hsiao (1998a),Hsiao,1998,Strain rate behavior of composite materials,Y_c,AS4,PEEK,,CFRP,UD,[0]72,1/s,MPa,https://doi.org/10.1016/S1359-8368(98)00008-0,plot,,QS,220,,,hydraulic,,1,
,,,,,,,,,,,,,,,,160,270,,,drop-tower,,1,
Daniel (2011),Daniel,2011,Strain-rate-dependent failure criteria for composites,Y_c,AS4,3501-6,,CFRP,UD,UD,1/s,MPa,https://doi.org/10.1016/j.compscitech.2010.11.028,plot,,0.0001,275,,,servo-hydraulic,,1,
,,,,,,,,,,,,,,,,0.8,330,,,servo-hydraulic,,1,
,,,,,,,,,,,,,,,,380,380,,,SHPB,,1,
Koerber (2010),Koerber,2010,High strain rate characterisation of unidirectional carbon-epoxy IM7-8552 in transverse compression and in-plane shear using digital image correlation,Y_c,IM7,Hexcel 8552,0.55-0.6,CFRP,UD,[0]32,1/s,MPa,https://doi.org/10.1016/j.mechmat.2010.09.003,table,3,0.0001,255,3,20 x 10 x 4 mm,screw-driven,,1,
,,,,,,,,,,,,,,,3,227,371,9,20 x 10 x 4 mm,SHPB,,1,
Hosur (2001),Hosur,2001,High strain rate compression response of carbon/epoxy laminate composites,Y_c,PANEX 33 continuous carbon fibers,DA4518U,,CFRP,UD,[0]32,1/s,MPa,https://doi.org/10.1016/S0263-8223(01)00031-9,table,3,QS,149,7.40870359,6 x 6 x 6 mm,,,1,
,,,,,,,,,,,,,,,3,82,150,10.53037933,6 x 6 x 6 mm,modified SHPB,,1,
,,,,,,,,,,,,,,,3,163,170,18.4571576,6 x 6 x 6 mm,modified SHPB,,1,
,,,,,,,,,,,,,,,3,817,186,10.03327796,6 x 6 x 6 mm,modified SHPB,,1,
Hosur (2001),Hosur,2001,High strain rate compression response of carbon/epoxy laminate composites,X_c,PANEX 33 continuous carbon fibers,DA4518U,,CFRP,UD,[0]32,1/s,MPa,https://doi.org/10.1016/S0263-8223(01)00031-9,table,3,QS,504,23.47102232,6 x 6 x 6 mm,,,0,inconsistent stiffness failure modes across static and dynamic loading rates
,,,,,,,,,,,,,,,3,82,541,57.57507177,6 x 6 x 6 mm,modified SHPB,,0,inconsistent stiffness failure modes across static and dynamic loading rates
,,,,,,,,,,,,,,,3,163,593,23.7954244,6 x 6 x 6 mm,modified SHPB,,0,inconsistent stiffness failure modes across static and dynamic loading rates
,,,,,,,,,,,,,,,3,817,637,35.11251755,6 x 6 x 6 mm,modified SHPB,,0,inconsistent stiffness failure modes across static and dynamic loading rates
Jadhav (2003),Jadhav,2003,High strain rate properties of balanced angle-ply graphite/epoxy composites,Y_c,IM7,8551-7,0.55-0.6,CFRP,UD,[0]76,1/s,MPa,https://doi.org/10.1016/S1359-8368(03)00003-9,plot,,QS,131.048,,"Cylinder L=10 mm, D=10 mm",hydraulic,,1,
,,,,,,,,,,,,,,,,698,193.145,,"Cylinder L=10 mm, D=10 mm",SHPB,,1,
,,,,,,,,,,,,,,,,1147,259.677,,"Cylinder L=10 mm, D=10 mm",SHPB,,1,
,,,,,,,,,,,,,,,,1261.8,277.419,,"Cylinder L=10 mm, D=10 mm",SHPB,,1,
,,,,,,,,,,,,,,,,1456.359,308.467,,"Cylinder L=10 mm, D=10 mm",SHPB,,1,
Hsiao (1998b),Hsiao,1998,Dynamic compressive behavior of thick composite materials,Y_c,IMG6G,3501-6,,CFRP,UD,"[0]72,[0]48",1/s,MPa,https://doi.org/10.1007/BF02325740,table,,QS,269,,2.54 x 1.27 cm,servo-hydraulic ,,1,
,,,,,,,,,,,,,,,,0.01,295,,2.54 x 1.27 cm,servo-hydraulic,,1,
,,,,,,,,,,,,,,,,2,324,,2.54 x 1.27 cm,servo-hydraulic,,1,
,,,,,,,,,,,,,,,,60,372,,2.54 x 1.27 cm,drop-tower,,1,
,,,,,,,,,,,,,,,,120,386,,2.54 x 1.27 cm,drop-tower,,1,
,,,,,,,,,,,,,,,,200,386,,2.54 x 1.27 cm,drop-tower,,1,
,,,,,,,,,,,,,,,,250,379,,2.54 x 1.27 cm,drop-tower,,1,
,,,,,,,,,,,,,,,,1500,459,,2.54 x 1.27 cm,SHPB,,1,
,,,,,,,,,,,,,,,,1800,522,,2.54 x 1.27 cm,SHPB,,1,
Naik (2008),Naik,2008,High strain rate behavior of woven fabric composites under compressive loading,Y_c,T300,LY556,,CFRP,woven,,1/s,MPa,https://doi.org/10.1016/j.msea.2007.05.032,table,,QS,252,,"Cylinder L=6 mm, D=8 mm",,,1,
,,,,,,,,,,,,,,,,853,310,,"Cylinder L=6 mm, D=8 mm",SHPB,,1,
,,,,,,,,,,,,,,,,1176,382,,"Cylinder L=6 mm, D=8 mm",SHPB,,1,
,,,,,,,,,,,,,,,,1875,302,,"Cylinder L=6 mm, D=8 mm",SHPB,,1,
,,,,,,,,,,,,,,,,2116,317,,"Cylinder L=6 mm, D=8 mm",SHPB,,1,
Hosur (2004),Hosur,2004,Studies on the off-axis high strain rate compression loading of satin weave carbon/epoxy composites,Y_c,Carbon,SC-15,,CFRP,woven,37 plies,1/s,MPa,https://doi.org/10.1016/S0263-8223(03)00134-X,table,3,QS,358,3.091206165,6 x 6 x 12 mm,hydraulic,,1,
,,,,,,,,,,,,,,,1,1390,523,,6 x 6 x 12 mm,SHPB,,1,
,,,,,,,,,,,,,,,1,1491,604,,6 x 6 x 12 mm,SHPB,,1,
,,,,,,,,,,,,,,,1,1564,623,,6 x 6 x 12 mm,SHPB,,1,
,,,,,,,,,,,,,,,1,1670,638,,6 x 6 x 12 mm,SHPB,,1,
,,,,,,,,,,,,,,,1,1749,684,,6 x 6 x 12 mm,SHPB,,1,
,,,,,,,,,,,,,,,1,1845,685,,6 x 6 x 12 mm,SHPB,,1,
,,,,,,,,,,,,,,,1,1971,654,,6 x 6 x 12 mm,SHPB,,1,
,,,,,,,,,,,,,,,1,2090,682,,6 x 6 x 12 mm,SHPB,,1,
,,,,,,,,,,,,,,,1,2149,679,,6 x 6 x 12 mm,SHPB,,1,
Ploeckl (2019),Ploeckl,2019,"Effect of Strain Rate on the Tensile, Compressive, and Shear Response of Carbon-Fiber-Reinforced Thermoplastic Composites",Y_c,Carbon,PA6,,CFRP,UD,UD,1/s,MPa,https://mediatum.ub.tum.de/1446668,table,4,0.0004,115.52,2.01,20 x 10 x 3.5 mm,scew-driven,,1,
,,,,,,,,,,,,,,,4,0.6,138.33,5.91,10 x 10 x 3.5 mm,scew-driven,,1,
,,,,,,,,,,,,,,,4,175.07,162.03,5.57,20 x 10 x 3.5 mm,SHPB,,1,
,,,,,,,,,,,,,,,4,936.38,183.38,6.85,10 x 10 x 3.5 mm,SHPB,,1,
,,,,,,,,,,,,,,,3,2252.71,197.56,11.37,5 x 10 x 3.5 mm,SHPB,,1,
Harding (1983),Harding,1983,A tensile testing technique for fibre-reinforced composites at impact rates of strain,X_t,HYFIL-Torayca-130-S,R7H (modified bisphenol A epoxy similar to Araldite MY750),,CFRP,UD,UD,1/s,MPa,https://doi.org/10.1007/BF00542078,table,5,0.0005,1210,70,57 x 9.5 x 2 mm,SHTB,,1,
,,,,,,,,,,,,,,,4,7,1260,70,57 x 9.5 x 2 mm,SHTB,,1,
,,,,,,,,,,,,,,,4,450,1140,50,57 x 9.5 x 2 mm,SHTB,,1,
Adams (1990),Adams,1990,Tensile Impact Tests of AS4/3501-6 and S2/3501-6 Unidirectional Composites and the 3501-6 Epoxy Matrix,X_t,AS4,Hercules 3501-6,,CFRP,UD,UD,1/s,MPa,https://doi.org/10.1177/002199839002400302,table,4,0.003,1671,37,200 x 12.7 x 0.6 mm ,Instron Model 1125,,1,
,,,,,,,,,,,,,,,4,20.9,1774,155,200 x 12.7 x 0.6 mm ,Pendulum,,1,
,,,,,,,,,,,,,,,4,30.3,1760,128,200 x 12.7 x 0.6 mm ,Pendulum,,1,
,,,,,,,,,,,,,,,6,48,1821,34,200 x 12.7 x 0.6 mm ,Pendulum,,1,
Gómez-del Río (2005),Gómez-del Río,2005,Dynamic tensile behaviour at low temperature of CFRP using a split Hopkinson pressure bar,X_t,AS4,Hercules 3501-6,,CFRP,UD,UD,1/s,MPa,https://www.sciencedirect.com/science/article/pii/S0266353804001617,table,,QS,2137,,105 x 22 x 2 mm,Instron universal testing machine,,1,
,,,,,,,,,,,,,,,,750,2300,117,105 x 22 x 2 mm,SHTB,,1,
Gómez-del Río (2005),Gómez-del Río,2005,Dynamic tensile behaviour at low temperature of CFRP using a split Hopkinson pressure bar,Y_t,AS4,Hercules 3501-6,,CFRP,UD,UD,1/s,MPa,https://www.sciencedirect.com/science/article/pii/S0266353804001617,table,,QS,80,,105 x 22 x 2 mm,Instron universal testing machine,,1,
,,,,,,,,,,,,,,,,890,168,51,105 x 22 x 2 mm,SHTB,,1,
Taniguchi (2007),Taniguchi,2007,Tensile strength of unidirectional CFRP laminate under high strain rate,X_t,T700,2500 (Toray Industries),0.67,CFRP,UD,UD,1/s,MPa,https://doi.org/10.1163/156855107780918937,table,,QS,2360,,55 x 5 x 0.125/2 mm,,,1,
,,,,,,,,,,,,,,,,50,2360,,55 x 5 x 0.125/2 mm,SHTB,,1,
,,,,,,,,,,,,,,,,100,2360,,55 x 5 x 0.125/2 mm,SHTB,,1,
Zhang (2019),Zhang,2019,Experimental study on the tensile behavior of unidirectional and plain weave CFRP laminates under different strain rates,X_t,UT70-30G,CFSR-AB,,CFRP,UD,1 ply,1/s,MPa,https://doi.org/10.1016/j.compositesb.2019.01.067,table,3,4.80E-05,4319.28,60.037992,130 x 25 mm x ply thickness,screw-driven,Fibre stiffness extracted assuming no contribution from matrix,0,"servo-hydraulic test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,4,5.09E-04,4421.02,177.282902,130 x 25 mm x ply thickness,screw-driven,Fibre stiffness extracted assuming no contribution from matrix,0,"servo-hydraulic test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
,,,,,,,,,,,,,,,2,0.0052,4654.93,26.998594,130 x 25 mm x ply thickness,screw-driven,Fibre stiffness extracted assuming no contribution from matrix,0,"servo-hydraulic test for high rate loading, unreliable stiffness and strength increase for carbon fiber"
